"","X","rowid","state_fips_code","county_fips_code","fips_code","state_abbreviation","county_name","release_year","county_ranked_yes_1_no_0","premature_death","poor_or_fair_health","poor_physical_health_days","poor_mental_health_days","adult_smoking","adult_obesity","food_environment_index","physical_inactivity","access_to_exercise_opportunities","excessive_drinking","alcohol_impaired_driving_deaths","sexually_transmitted_infections","teen_births","uninsured","primary_care_physicians","ratio_of_population_to_primary_care_physicians","dentists","ratio_of_population_to_dentists","mental_health_providers","ratio_of_population_to_mental_health_providers","preventable_hospital_stays","diabetes_monitoring","mammography_screening","some_college","unemployment","children_in_poverty","income_inequality","children_in_single_parent_households","social_associations","violent_crime","injury_deaths","air_pollution_particulate_matter","drinking_water_violations","severe_housing_problems","driving_alone_to_work","long_commute_driving_alone","premature_age_adjusted_mortality","child_mortality","infant_mortality","diabetes_prevalence","hiv_prevalence","food_insecurity","limited_access_to_healthy_foods","drug_poisoning_deaths","motor_vehicle_crash_deaths","uninsured_adults","uninsured_children","health_care_costs","other_primary_care_providers","ratio_of_population_to_primary_care_providers_other_than_physicians","could_not_see_doctor_due_to_cost","median_household_income","children_eligible_for_free_lunch","homicides","population","percent_65_and_older","percent_non_hispanic_african_american","percent_american_indian_and_alaskan_native","percent_asian","percent_native_hawaiian_other_pacific_islander","percent_hispanic","percent_non_hispanic_white","percent_not_proficient_in_english","percent_females","percent_rural","communicable_disease","coronary_heart_disease_hospitalizations","cerebrovascular_disease_hospitalizations","self_inflicted_injury_hospitalizations","cancer_incidence","smoking_during_pregnancy","drug_arrests","alcohol_related_hospitalizations","motor_vehicle_crash_occupancy_rate","on_road_motor_vehicle_crash_related_er_visits","off_road_motor_vehicle_crash_related_er_visits","no_recent_dental_visit","did_not_get_needed_health_care","childhood_immunizations","local_health_department_staffing","reading_proficiency","w_2_enrollment","poverty","older_adults_living_alone","hate_crimes","child_abuse","injury_hospitalizations","fall_fatalities_65","year_structure_built","male_population_0_17","male_population_18_44","male_population_45_64","male_population_65","total_male_population","female_population_0_17","female_population_18_44","female_population_45_64","female_population_65","total_female_population","population_growth","frequent_physical_distress","frequent_mental_distress","drug_overdose_deaths","drug_overdose_deaths_modeled","insufficient_sleep","residential_segregation_black_white","residential_segregation_non_white_white","disconnected_youth","children_eligible_for_free_or_reduced_price_lunch","firearm_fatalities","premature_death_white","premature_death_black","premature_death_hispanic","teen_births_white","teen_births_black","teen_births_hispanic","diabetes_monitoring_white","diabetes_monitoring_black","mammography_screening_white","mammography_screening_black","children_in_poverty_white","children_in_poverty_black","children_in_poverty_hispanic","driving_alone_to_work_white","driving_alone_to_work_black","driving_alone_to_work_hispanic","premature_age_adjusted_mortality_white","premature_age_adjusted_mortality_black","premature_age_adjusted_mortality_hispanic","child_mortality_white","child_mortality_black","child_mortality_hispanic","infant_mortality_white","infant_mortality_black","infant_mortality_hispanic","median_household_income_white","median_household_income_black","median_household_income_hispanic"
"189",203,204,6,21,6021,"CA","glenn_county",2018,1,7335.7779208,0.2068696217,4.16160668,4.0802796138,0.1400330581,0.27,8,0.211,0.4862385321,0.1763831817,0.1578947368,325.5,33.847896898,0.1161034306,0.0002498483,4002.4285714,0.0007121239,1404.25,0.0011393983,877.65625,56.13,0.7915129151,0.5477707006,0.4502766562,0.0821174853,0.232,5.274169373,0.2781474581,9.2800799515,419.23755611,82.149311732,7.2,0,0.2118200837,0.773623989,0.316,363.6,66.720042701,NA,0.081,39.8,0.133,0.0356795832,NA,14.777898379,0.1476785381,0.0498647082,8273.7,0.0003916682,2553.1818182,NA,46141,NA,NA,28085,0.1549581627,0.0078689692,0.031511483,0.0311198148,0.001815916,0.4167349119,0.514936799,0.1064871953,0.4939291437,0.4087191523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1292408442,0.1260029724,20.224371557,10,0.3403111117,NA,22.557866491,0.1988,0.659827657,12.143811299,7744.1840961,NA,5928.7543606,24.740889335,NA,41.517734396,NA,NA,NA,NA,0.2827854366,NA,0.2445935869,0.7619140245,NA,0.7718337093,432.9,NA,234.2,NA,NA,NA,NA,NA,NA,43181,NA,40665
"190",204,205,6,23,6023,"CA","humboldt_county",2018,1,8952.8219231,0.1648021378,4.1558918626,4.279223942,0.1527977715,0.275,6.9,0.162,0.6966788736,0.2038809677,0.3714285714,462.1,19.538687225,0.0893508881,0.0006630958,1508.0777778,0.0008049998,1242.2363636,0.0038054535,262.78076923,28.97,0.8361018826,0.6447507953,0.669894265,0.0488240738,0.214,4.7193931034,0.3996203316,9.5780500564,331.97064473,110.42095958,6,1,0.2552230378,0.724356415,0.165,428.6,57.827030819,6.3992359121,0.08,113.6,0.182,0.0619248083,NA,18.606893431,0.1054127023,0.039591408,7147.39,0.0009220907,1084.4920635,NA,43164,NA,6.2375381388,136646,0.1655225912,0.0117895877,0.0637486644,0.0288702194,0.0033224536,0.1134464236,0.74670316,0.0174468185,0.5010538179,0.2975865937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1271618022,0.1313919911,33.891478503,15,0.3217788158,55.525267318,25.827936884,0.1507,0.5600757371,17.886125983,8734.2808717,11780.615134,6128.4395189,16.166812107,16.048144433,23.313115997,0.8354712772,0.9230769231,NA,NA,0.1465468485,NA,0.2491341991,0.7382233739,NA,0.6237255219,420.8,507.1,311.2,NA,NA,NA,NA,NA,NA,44704,29172,36512
"191",205,206,6,25,6025,"CA","imperial_county",2018,1,5655.2385912,0.2669976811,4.4396037449,4.1203659901,0.1343298112,0.281,7.3,0.224,0.6652915292,0.1662235449,0.1916167665,408.2,46.358590531,0.106469466,0.0002108873,4741.8684211,0.0003317061,3014.7166667,0.0011996705,833.56221198,33.52,0.847463398,0.4757489301,0.5401861975,0.2352106996,0.329,6.0010449321,0.341354181,4.828210066,311.04016756,52.926215485,10.3,1,0.2793397231,0.8081482777,0.207,306.5,32.682607975,3.6819203366,0.085,176.4,0.145,0.0920476707,NA,10.840917961,0.1397577383,0.0425584349,9111.72,0.0004643886,2153.3690476,NA,43327,NA,2.2484866882,180883,0.1268941802,0.0246457655,0.0255524289,0.0220252871,0.0021063339,0.8375413942,0.1112100087,0.2080752732,0.4903445874,0.1741783553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1498499971,0.1300680765,19.068247665,6,0.3377175298,49.918820748,21.845105598,0.2364,0.7525357607,3.6925266617,8481.9584983,5334.4423529,4976.0173646,18.6139748,44.806517312,49.139933823,0.8473520249,0.8541666667,NA,NA,0.1807943094,0.4607329843,0.3307550725,0.8103874691,0.8115079365,0.8057700392,474,465.9,253.9,NA,NA,NA,NA,NA,NA,52573,56923,39407
"192",206,207,6,27,6027,"CA","inyo_county",2018,1,6345.4262708,0.1415127758,3.4730907595,3.832014225,0.1183561833,0.239,7.3,0.202,0.4895934433,0.1881341618,0.347826087,298.8,33.13253012,0.0886872007,0.0010405257,961.05263158,0.0006613757,1512,0.0038580247,259.2,25.09,0.799382716,0.5886075949,0.568494866,0.0523152271,0.188,4.2866538057,0.4109808102,10.405257393,473.88260635,89.347977685,5.8,1,0.2027883397,0.6895016693,0.129,385.2,NA,NA,0.094,109.6,0.13,0.1219186194,NA,11.645962733,0.1032364983,0.0525647537,8142.43,0.0009920635,1008,NA,53350,NA,NA,18144,0.2296075838,0.0082120811,0.1313381834,0.0160383598,0.001377866,0.2136794533,0.633542769,0.0261312938,0.497409612,0.4643049714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104061648,0.1134239777,27.365271646,8,0.3195611561,67.811802278,31.814597692,0.1872,0.5495327103,14.164923291,NA,NA,NA,27.397260274,NA,40.832666133,NA,NA,NA,NA,0.1096491228,NA,0.104826546,0.7022858205,NA,0.6492628993,356.2,NA,286.8,NA,NA,NA,NA,NA,NA,50164,68438,46545
"193",207,208,6,29,6029,"CA","kern_county",2018,1,7592.548046,0.240440379,4.0575354223,4.0812433519,0.1619314053,0.316,7.8,0.236,0.7806226783,0.1947817329,0.3153846154,695.3,46.768143754,0.0965264341,0.0004908318,2037.3579677,0.0004724296,2116.7177033,0.0016297689,613.58391123,51.84,0.8003452244,0.5295606165,0.463948982,0.10323806,0.311,4.9083906598,0.3670302688,4.5569138131,554.98640457,70.291517217,13.9,1,0.2590257435,0.787031459,0.243,391.9,51.865859735,5.8648694321,0.088,221.4,0.134,0.0537565349,NA,13.992654435,0.1292667347,0.0328631764,9811.84,0.0005097266,1961.8359202,NA,49812,NA,8.6070519013,884788,0.1036621202,0.0521605175,0.0262639186,0.0518022396,0.002653743,0.5284599249,0.3480336533,0.1056485905,0.4870477448,0.1020603098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1332312834,0.1295097022,23.88746317,12,0.369358562,48.291015249,28.274272963,0.2217,0.7180398043,12.059144832,9256.9398287,11841.76873,5897.449466,30.554198642,58.397858022,55.109744955,0.8021430727,0.763803681,0.5324240249,0.4583333333,0.1871925918,0.5021553299,0.3753928327,0.8230317734,0.789793621,0.7555021837,467,610.8,294,53.808730374,83.100144153,49.162256822,5.7717865958,10.903426791,5.5900717834,60940,33655,40497
"194",208,209,6,31,6031,"CA","kings_county",2018,1,5966.7521692,0.2171846518,4.1533213204,3.8405875034,0.1454645021,0.259,7.8,0.197,0.4460067197,0.1916708836,0.2608695652,394,43.425347126,0.0888019641,0.0004106912,2434.9193548,0.0005741563,1741.6860465,0.0018626698,536.86379928,43.55,0.782940802,0.4935897436,0.4926841022,0.0996624871,0.214,4.3279416577,0.3732926084,3.9744311595,477.85028523,48.450705721,13.5,1,0.2528581854,0.7552550076,0.236,310.7,44.080262308,5.240479795,0.072,121.8,0.138,0.0486467866,NA,12.829099416,0.1170027008,0.0355593085,8685.32,0.0007010048,1426.5238095,NA,51320,NA,5.7542284146,149785,0.0970657943,0.0608271856,0.0310712021,0.0450312114,0.003311413,0.541709784,0.3270554461,0.0977896997,0.4494842608,0.1085160346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1310144658,0.1223765385,11.307727612,6,0.350561305,32.283650058,25.094121477,0.2201,0.6842676311,6.504341316,6786.4788293,7095.7218983,5280.2467286,27.108759045,37.593984962,51.444197573,0.7820598007,0.803030303,NA,NA,0.2110304179,0.2943692088,0.3463664202,0.7725928664,0.7092841513,0.7650385997,348.4,306.5,277.6,43.061170785,NA,46.906472173,6.0829893548,NA,5.1160241184,60878,42289,38610
"195",209,210,6,33,6033,"CA","lake_county",2018,1,11667.0154,0.1834352422,4.1941709496,4.3719859084,0.1540097745,0.263,6.7,0.192,0.7497719013,0.1701928146,0.3974358974,389.5,37.375616859,0.102970218,0.0005109071,1957.3030303,0.0004523052,2210.8965517,0.0033221037,301.01408451,41.71,0.8195918367,0.4947668887,0.4850718487,0.066410239,0.299,5.2487686347,0.4561362936,5.8831725782,539.11013102,141.23853411,5.5,1,0.2725065372,0.734918929,0.388,530.5,53.178356409,5.9066745422,0.103,236.9,0.179,0.0884179602,NA,24.237195423,0.1256159625,0.0401227801,8632.44,0.0007174496,1393.826087,NA,40818,NA,10.006181597,64116,0.218759748,0.0174839354,0.0418148356,0.0137407199,0.0028853952,0.1996381558,0.710992576,0.0388272452,0.5011541581,0.3310600789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1306011696,0.1356841677,44.066337984,15,0.3215250628,61.562737566,32.573527406,0.3218,0.7573752711,21.824939046,12221.893682,17161.012622,7374.7208493,31.59096676,NA,46.445766072,0.8208578638,0.7777777778,NA,NA,0.2372413793,0.3562874251,0.3883990719,0.7217365089,NA,0.6423579459,551.6,703,327.6,NA,NA,NA,NA,NA,NA,39003,24087,30292
"196",210,211,6,35,6035,"CA","lassen_county",2018,1,6416.0018743,0.1535417201,3.6557364498,3.7436918331,0.1385607733,0.257,7.2,0.213,0.541510245,0.2210752205,0.380952381,248.8,29.67877095,0.0566479401,0.0004147392,2411.1538462,0.0011013929,907.94117647,0.0029802397,335.54347826,66.48,0.8086956522,0.5365853659,0.3725912067,0.0688409242,0.193,4.5547342814,0.3230739071,5.1044823736,400.8156951,107.01880652,7.1,0,0.1776985743,0.7860730594,0.181,356,NA,NA,0.078,68.8,0.161,0.0729817151,NA,17.039496679,0.0668095748,0.0313796213,8644.94,0.000712666,1403.1818182,NA,49793,NA,7.8643830828,30870,0.1354065436,0.077680596,0.0425008098,0.0149335925,0.007547781,0.1858438614,0.6621315193,0.0207513769,0.3769355361,0.705258633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1096852684,0.1109760426,35.119833128,14,0.3281883599,35.449661848,26.489879249,0.5344,0.5050962627,15.646024345,NA,NA,NA,27.868091036,NA,46.137339056,NA,NA,NA,NA,0.210021322,NA,0.4213615023,0.7529453767,NA,0.7072758037,NA,NA,NA,NA,NA,NA,NA,NA,NA,52139,60750,41310
"197",211,212,6,37,6037,"CA","los_angeles_county",2018,1,4946.1516978,0.1880944795,3.6582850676,3.6402303376,0.1060574833,0.216,8.4,0.18,0.94021004,0.1726186136,0.262556391,563.1,23.945625218,0.1249206462,0.0007187601,1391.2848153,0.000833702,1199.4693564,0.0029192393,342.5549924,41.69,0.8133730676,0.5493328421,0.612996302,0.0524453061,0.234,5.4579389415,0.3570164845,5.5681783768,423.78904351,37.39527107,14.4,1,0.3439947076,0.7333018975,0.471,258.4,36.553091509,4.3097256141,0.09,568,0.122,0.016477954,NA,7.2654734688,0.1537427411,0.0438550342,11337.6,0.0004992151,2003.1446354,NA,61308,NA,5.8948177948,10137915,0.1290771327,0.0805942839,0.0145433257,0.1507489459,0.0037379481,0.4851914817,0.2647205071,0.1439513056,0.5073968365,0.0060521836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1123443127,0.1092268204,7.5201532218,8,0.3514728053,57.85248541,35.835870257,0.1417,0.6778666804,7.3802540391,5102.9117248,9891.1560789,4464.5175801,4.8803533272,27.157564321,33.367838885,0.8204174416,0.7490566038,0.5566107901,0.4656136887,0.0948532115,0.3302209919,0.3177454881,0.7725014185,0.7362105761,0.7020170699,277.8,492,225.7,31.62619933,72.949647116,34.258821073,3.4735207788,9.4504675042,3.9667740891,76751,41663,46695
"198",212,213,6,39,6039,"CA","madera_county",2018,1,6592.1142681,0.2285716595,4.2463020109,4.2278677648,0.142694435,0.263,7.7,0.196,0.7417956451,0.1708541659,0.32,470.4,44.035559231,0.1301505594,0.0004000052,2499.9677419,0.0004331047,2308.9104478,0.0014285991,699.98642534,44.7,0.8629283489,0.6243902439,0.4396304003,0.0916249105,0.303,4.593108181,0.3278487866,4.9032890747,616.29100918,61.26032386,11.8,1,0.2635459333,0.7733602167,0.355,319.4,52.750962705,5.9208091773,0.078,133.7,0.12,0.0938037407,NA,16.874254177,0.1723817915,0.0457635625,8097.44,0.0005236042,1909.8395062,NA,49467,NA,5.4072195704,154697,0.1351803849,0.0326186028,0.0444546436,0.0243443635,0.0028959838,0.5740382813,0.3468134482,0.139867888,0.5170623865,0.3292480032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1356683665,0.1313561479,14.001288119,7,0.346135165,43.010678563,21.947218017,0.2328,0.7761030596,9.2345711127,7608.0561153,7709.891501,5837.7792951,21.435897436,42.857142857,53.304344566,0.8626444159,0.8723404255,NA,NA,0.1755472032,0.5699873897,0.3720444154,0.8108392221,0.8479307026,0.7360108303,371,365.5,263.1,56.157240273,NA,53.176489546,8.4063047285,NA,5.6813570327,55215,41806,39237
"199",213,214,6,41,6041,"CA","marin_county",2018,1,3447.6744813,0.110283905,2.9886913283,3.2956834694,0.0966976422,0.181,8.5,0.12,0.9364206506,0.1988491928,0.320754717,257.3,8.4910289506,0.0624398478,0.0014623633,683.82460733,0.0011317816,883.56271186,0.0070170458,142.51011482,23.69,0.8628133705,0.66328125,0.7609136701,0.0323765233,0.085,5.7131426125,0.2214476501,8.3454239896,184.90981298,54.430957491,7.6,0,0.2433153783,0.6597996509,0.426,163.4,24.834126776,3.1097560976,0.068,360.3,0.115,0.0170593187,NA,4.3779537333,0.0751006141,0.0292810551,7669.94,0.0005064243,1974.6287879,NA,103488,NA,1.662514076,260651,0.205976574,0.0250756759,0.010128486,0.0632071237,0.0023479672,0.1600876267,0.7186467729,0.0429313301,0.5121215725,0.0651997354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0873898153,0.0966012537,9.710946025,7,0.280835438,51.073844595,39.795832652,0.1049,0.257677701,5.7823255125,3351.6286973,7605.5264724,3325.5229106,1.4599466802,15.843997562,32.591664055,0.8642857143,0.8055555556,0.662970297,0.6857142857,0.040336713,0.2210414453,0.2421170272,0.726365353,0.7706884145,0.6605862176,165.6,281.2,137.6,18.051844899,NA,38.028597505,2.5008154833,NA,3.841721091,109205,57626,53106
"200",214,215,6,43,6043,"CA","mariposa_county",2018,1,7338.7497819,0.1390793104,3.6085136813,3.8478157263,0.1225506721,0.248,7.3,0.192,0.592351104,0.1784692561,0.4545454545,192.3,23.503603886,0.0785251466,0.0003422509,2921.8333333,0.0005169443,1934.4444444,0.0024124067,414.52380952,47.08,0.8480565371,0.5122807018,0.6337072019,0.0689883475,0.276,4.8078545758,0.3463783042,10.267526097,419.26387652,117.80297453,8,0,0.1913580247,0.6693942004,0.419,371.3,NA,NA,0.095,109.3,0.158,0.0612665941,NA,25.656444177,0.0875962868,0.0495345745,7918.97,0.000689259,1450.8333333,NA,51233,NA,NA,17410,0.2577254451,0.0093624354,0.0342331993,0.0164847789,0.0016657094,0.1097070649,0.8057438254,0.0114106657,0.4897759908,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1069519602,0.1151437145,20.903407255,12,0.2981614709,57.586847524,26.419411448,NA,0.5421686747,27.185301813,NA,NA,NA,21.129622105,NA,33.596837945,NA,NA,NA,NA,0.1660377358,NA,0.1828571429,0.6609111712,NA,0.523480663,NA,NA,NA,NA,NA,NA,NA,NA,NA,49940,NA,45972
"201",215,216,6,45,6045,"CA","mendocino_county",2018,1,8000.3013339,0.1738762025,4.128927102,4.1472259486,0.1409600528,0.249,7.4,0.178,0.649036327,0.1869794971,0.3186813187,434.7,32.241555783,0.1201049657,0.0009013223,1109.4810127,0.0007760077,1288.6470588,0.0055119368,181.42443064,27.69,0.8332114119,0.5581550802,0.5631692701,0.0522513483,0.268,5.0148921602,0.4022600686,8.3286745998,509.6305748,89.545556302,5.8,1,0.2758569521,0.7430744618,0.21,357.5,65.703885728,6.673930809,0.083,217.2,0.152,0.067593618,NA,15.982777742,0.1449055563,0.054262773,7002.53,0.0009243621,1081.8271605,NA,45247,NA,5.2188662013,87628,0.2059729767,0.0070183047,0.0629022687,0.0207810289,0.0023964943,0.249532113,0.6545510567,0.0533041522,0.5031154426,0.4523058708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1256626415,0.1288255972,26.601202374,12,0.3131687895,58.172810276,21.187912077,0.2258,0.6957114714,13.934385037,9040.3308078,NA,5279.1714123,22.959738847,NA,45.013519962,NA,NA,NA,NA,0.189703154,NA,0.3529411765,0.7659252775,NA,0.7180185759,384.3,NA,242.7,78.331802712,NA,63.893680915,6.7916327085,NA,7.1599045346,46731,26328,35885
"202",216,217,6,47,6047,"CA","merced_county",2018,1,6748.6621226,0.246018615,4.3492902207,4.3295800847,0.1445934305,0.263,7.6,0.193,0.4812328719,0.1761845713,0.3266129032,416,36.942139279,0.1013648069,0.0004656274,2147.64,0.0004391972,2276.8813559,0.0013845879,722.23655914,55.72,0.7933862434,0.6176194939,0.4595930649,0.104801064,0.27,4.6351539533,0.4072832604,4.0602708089,614.38102971,67.794671685,10.4,1,0.2600143763,0.774072099,0.283,355.3,41.552761072,4.3371549608,0.088,99.8,0.139,0.0733236673,NA,16.479608653,0.1358207221,0.0351991258,8647.86,0.0004801394,2082.7286822,NA,47442,NA,8.6192689993,268672,0.1092298416,0.0300142925,0.0247476477,0.0789587303,0.0038373928,0.5888220581,0.2844881491,0.1365075454,0.4960397808,0.1427326002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1420247425,0.1326287408,13.565987952,7,0.3570366181,41.275877601,27.136619126,0.179,0.8055105913,10.684620843,7867.7462131,11693.466079,5642.6512784,25.686870493,43.6576143,43.185443374,0.7911568409,0.8369565217,0.6182350073,0.6024096386,0.2368259595,0.3122077922,0.3897017291,0.8095465557,0.6920600858,0.7728583343,425.2,640.8,271.7,34.533638904,NA,43.138893757,3.4516765286,NA,4.6747175691,51754,36482,39823
"203",217,218,6,49,6049,"CA","modoc_county",2018,1,10390.745127,0.1633431459,3.890919687,4.0824047516,0.134463523,0.23,6.7,0.184,0.3537063803,0.1723138296,0.6363636364,110.8,27.316550616,0.1071159922,0.0006692694,1494.1666667,0.0007959068,1256.4285714,0.0031836271,314.10714286,34.52,0.7810650888,0.6329113924,0.6082583377,0.0781484821,0.302,4.1041779121,0.2072892938,4.4617958728,670.63548989,123.73776432,6.2,0,0.1720154044,0.6855700713,0.157,474.8,NA,NA,0.103,NA,0.165,0.1169797728,NA,23.270245113,0.1254305978,0.0560177482,7375.09,0.0005685048,1759,NA,42890,NA,15.513496742,8795,0.2434337692,0.0103467879,0.0516202388,0.0110289937,0.003411029,0.1521318931,0.769528141,0.0295919547,0.4941444002,0.6995663845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1201921146,0.1256660606,NA,15,0.3042234708,NA,45.283804035,NA,0.5773809524,24.305632278,NA,NA,NA,31.25,NA,20.408163265,NA,NA,NA,NA,0.112745098,NA,0.2121212121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43266,NA,28929
"204",218,219,6,51,6051,"CA","mono_county",2018,1,3933.4704666,0.1420798333,3.4785479996,3.6624087168,0.1278715861,0.228,7.5,0.164,0.9248697367,0.2181323044,0.4444444444,228.6,20.881670534,0.120107735,0.0005032713,1987,0.0005006795,1997.2857143,0.0019311923,517.81481481,26.59,0.7878787879,0.6464646465,0.6237381462,0.0532952653,0.148,3.2666306274,0.1558441558,9.3464663168,253.82483758,46.935669687,5.4,1,0.2063953488,0.4494815209,0.208,164.3,NA,NA,0.072,41.9,0.105,0.1506029567,NA,11.131349929,0.1365209866,0.0665712241,6740.02,0.0007152564,1398.1,NA,56574,NA,NA,13981,0.135827194,0.0071525642,0.0293255132,0.0178814105,0.0076532437,0.276661183,0.6529575853,0.0754056871,0.4646305701,0.4583157302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105313948,0.1094544148,NA,5,0.3065895363,NA,15.715414848,NA,0.5567465322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012605042,NA,0.2119645495,0.5234737747,NA,0.2425806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,66526,NA,41585
"205",219,220,6,53,6053,"CA","monterey_county",2018,1,5066.5515903,0.2244785995,3.7506119027,3.4901942953,0.1236516151,0.246,8.7,0.172,0.9024085848,0.175737807,0.3248730964,413.4,37.594199318,0.1194934648,0.0005876957,1701.5607843,0.0006892876,1450.7733333,0.0029823175,335.30970724,29.68,0.8481816433,0.6258221681,0.4631785054,0.0755941093,0.189,4.3120089787,0.3369709287,5.1855505211,425.44852948,52.735032666,7.6,1,0.3066778564,0.7053237977,0.277,241.9,37.45154296,4.5223412312,0.071,179.1,0.099,0.0347368112,NA,8.6534757404,0.1526042019,0.0474359411,7588.35,0.0003997868,2501.3333333,NA,62999,NA,10.691553038,435232,0.1269208146,0.0257425925,0.0267650357,0.0679591574,0.0061001948,0.5832337696,0.3031142012,0.1903492073,0.4905705463,0.0981600118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1162412124,0.1117542277,11.303570852,7,0.3198186505,55.464993877,27.321281311,0.1671,0.6935043841,13.079401242,5730.4409985,7306.7058072,4632.4771125,7.778153534,19.237620235,51.108711202,0.8513189448,0.7668393782,0.6268286635,0.5694444444,0.078106445,0.3177464789,0.2908934482,0.7453909529,0.7008567349,0.6746279723,274.3,318.7,215.7,32.895939179,NA,38.88149913,3.7150909557,NA,4.5201570755,75395,60011,50334
